Instrument ID;Calendar ID;Segment Code;Post Trade Parameters ID;Price Tick Table ID;ISIN Code;Deletion Date;First Trading Date;Instrument Status;Clearing Type;Delete Orders at EOD;Exchange Market Size;Pre-Trade LIS Value (Currency);Minimum Order Size;Last Trading Day;Lot Size;Security Type;TIDM;Description;SEDOL;ADT (EUR);Currency;Bid Status;DOL Indicator;DOL Section Number;Expiry Source;Issuer Code;Issuer Name;Normal Market Size;Ratio;Settlement Type;Standard Market Size;Instrument Name;DOL Symbol;Unit of Quotation;Max Spread Floor;Max Spread Percentage;Country of Register;Covered Warrant Strike Price;Covered Warrant Expiry;Sector;Multicast ID;Covered Warrant Strike Currency;Covered Warrant Type;Covered Warrant Style;Reference Price;Market ID;Visibility;Mifir Identifier;Mifir Subclass;Static Reference Price Collar Percentage;Dynamic Reference Price Collar Percentage ;Liquid;ADT (Currency);ADNT;RPW Allowed;FISN;Max Order Value Lit (Currency);Max Order Value Dark (Currency);Notional Currency ;Price Notation;Denominated Par Value;Max Order Value Lit Auctions (Currency)
ROODa;NL;NL;Normal;10_80;NL0000440477;;20190708;0;1;1;;60000;;;1;EQ;;ROODMICROTEC NV;;115759.69;EUR;;;;;;;;;;;;;;;;;;;;6;;;;0.213;XAMS;B;SHRS;;30;10;N;115759.7;69.51969;Y;ROODMICROTEC/SH .11;20000000;200000000;;MONE;;200000000
SBMOa;NL;NL;Normal;2000_9000;NL0000360618;;20190708;0;1;1;;400000;;;1;EQ;;SBM OFFSHORE NV;;36133088.4;EUR;;;;;;;;;;;;;;;;;;;;6;;;;15.465;XAMS;B;SHRS;;25;5;Y;36133088.4;3024.68111;Y;SBM OFFSHORE N./EQ;20000000;200000000;;MONE;;200000000
SIFGa;NL;NL;Normal;80_600;NL0011660485;;20190708;0;1;1;;100000;;;1;EQ;;SIF HOLDING NV;;786469.48;EUR;;;;;;;;;;;;;;;;;;;;6;;;;12.16;XAMS;B;SHRS;;30;10;N;786469.49;235.09843;Y;SIF HOLDING N.V/EQ;20000000;200000000;;MONE;;200000000
SLIGRa;NL;NL;Normal;80_600;NL0000817179;;20190708;0;1;1;;300000;;;1;EQ;;SLIGRO FOOD GROUP NV;;5041753.72;EUR;;;;;;;;;;;;;;;;;;;;6;;;;26.65;XAMS;B;SHRS;;25;5;Y;5041753.73;386.86221;Y;SLIGRO FOOD GRO/;20000000;200000000;;MONE;;200000000
SIPb;BE;BE;Normal;80_600;BE0003898187;;20190708;0;1;1;;60000;;;1;EQ;;SIPEF SA;;450599.84;EUR;;;;;;;;;;;;;;;;;;;;6;;;;36.3;XBRU;B;SHRS;;30;10;N;450599.85;128.07906;Y;SIPEF/REGSH EUR0;20000000;200000000;;MONE;;200000000
SMARb;BE;BE;Normal;10_80;BE0974323553;;20190708;0;1;1;;15000;;;1;EQ;;SMARTPHOTO GROUP;;19580.93;EUR;;;;;;;;;;;;;;;;;;;;6;;;;13.15;XBRU;B;SHRS;;30;10;N;19580.93;11.22135;Y;SMARTPHOTO GR/REGSH EUR0;20000000;200000000;;MONE;;200000000
SOFb;BE;BE;Normal;80_600;BE0003717312;;20190708;0;1;1;;300000;;;1;EQ;;SOFINA;;7966486.05;EUR;;;;;;;;;;;;;;;;;;;;6;;;;171;XBRU;B;SHRS;;25;5;Y;7966486.06;474.47036;Y;SOFINA/REGSH EUR0;20000000;200000000;;MONE;;200000000
SOLBb;BE;BE;Normal;2000_9000;BE0003470755;;20190708;0;1;1;;650000;;;1;EQ;;SOLVAY SA;;117417209.6;EUR;;;;;;;;;;;;;;;;;;;;6;;;;88.44;XBRU;B;SHRS;;25;5;Y;117417209.59999999;3922.36759;Y;SOLVAY/REGSH EUR0;20000000;200000000;;MONE;;200000000
SPAb;BE;BE;Normal;_10;BE0003798155;;20190708;0;1;1;;15000;;;1;EQ;;SPADEL SA;;31499.07;EUR;;;;;;;;;;;;;;;;;;;;6;;;;197;XBRU;B;SHRS;;30;10;N;31499.08;2.88143;Y;SPADEL/REGSH EUR0;20000000;200000000;;MONE;;200000000
TERBb;BE;BE;Normal;10_80;BE0003573814;;20190708;0;1;1;;30000;;;1;EQ;;TER BEKE N.V.;;98692.2;EUR;;;;;;;;;;;;;;;;;;;;6;;;;102.5;XBRU;B;SHRS;;30;10;N;98692.21;26.41502;Y;TER BEKE/REGSH EUR0;20000000;200000000;;MONE;;200000000
TESBb;BE;BE;Normal;80_600;BE0003555639;;20190708;0;1;1;;200000;;;1;EQ;;TESSENDERLO GROUP;;3289582.51;EUR;;;;;;;;;;;;;;;;;;;;6;;;;26.65;XBRU;B;SHRS;;25;5;Y;3289582.51;396.58103;Y;TESSENDERLO GR/REGSH EUR0;20000000;200000000;;MONE;;200000000
TEXFb;BE;BE;Normal;_10;BE0974263924;;20190708;0;1;1;;15000;;;1;EQ;;TEXAF;;14180.82;EUR;;;;;;;;;;;;;;;;;;;;6;;;;31.8;XBRU;B;SHRS;;30;10;N;14180.83;5.91305;Y;TEXAF/REGSH EUR0;20000000;200000000;;MONE;;200000000
TNETb;BE;BE;Normal;600_2000;BE0003826436;;20190708;0;1;1;;400000;;;1;EQ;;TELENET GROUP HOLDING NV;;43637542.14;EUR;;;;;;;;;;;;;;;;;;;;6;;;;45.6;XBRU;B;SHRS;;25;5;Y;43637542.14;1972.16997;Y;TELENET GROUP H/REGSH EUR0;20000000;200000000;;MONE;;200000000
TUBb;BE;BE;Normal;80_600;BE0003823409;;20190708;0;1;1;;100000;;;1;EQ;;FINANCIERE DE TUBIZE;;751526.14;EUR;;;;;;;;;;;;;;;;;;;;6;;;;59.5;XBRU;B;SHRS;;30;10;N;751526.14;134.65613;Y;FINANCIERE TUBI/REGSH EUR0;20000000;200000000;;MONE;;200000000
UCBb;BE;BE;Normal;2000_9000;BE0003739530;;20190708;0;1;1;;500000;;;1;EQ;;UCB SA;;92031015.32;EUR;;;;;;;;;;;;;;;;;;;;6;;;;69.56;XBRU;B;SHRS;;25;5;Y;92031015.31999999;3749.98815;Y;UCB/REGSH EUR0;20000000;200000000;;MONE;;200000000
UMIb;BE;BE;Normal;2000_9000;BE0974320526;;20190708;0;1;1;;500000;;;1;EQ;;UMICORE;;97344839.77;EUR;;;;;;;;;;;;;;;;;;;;6;;;;26.87;XBRU;B;SHRS;;25;5;Y;97344839.77;7799.77866;Y;UMICORE/REGSH EUR0;20000000;200000000;;MONE;;200000000
VANb;BE;BE;Normal;80_600;BE0003839561;;20190708;0;1;1;;60000;;;1;EQ;;VAN DE VELDE NV;;300726.49;EUR;;;;;;;;;;;;;;;;;;;;6;;;;25.65;XBRU;B;SHRS;;30;10;N;300726.49;119.7668;Y;VAN DE VELDE/REGSH EUR0;20000000;200000000;;MONE;;200000000
VASTBb;BE;BE;Normal;10_80;BE0003754687;;20190708;0;1;1;;60000;;;1;EQ;;VASTNED RETAIL BELGIUM NV;;150281.64;EUR;;;;;;;;;;;;;;;;;;;;6;;;;44.7;XBRU;B;SHRS;;30;10;N;150281.65;17.78261;Y;VAST RET BELG/REGSH EUR0;20000000;200000000;;MONE;;200000000
VGPb;BE;BE;Normal;10_80;BE0003878957;;20190708;0;1;1;;100000;;;1;EQ;;VGP;;609895.27;EUR;;;;;;;;;;;;;;;;;;;;6;;;;75.4;XBRU;B;SHRS;;30;10;N;609895.28;69.48617;Y;VGP/REGSH EUR0;20000000;200000000;;MONE;;200000000
VIOb;BE;BE;Normal;80_600;BE0974271034;;20190708;0;1;1;;100000;;;1;EQ;;VIOHALCO SA;;509346.59;EUR;;;;;;;;;;;;;;;;;;;;6;;;;3.75;XBRU;B;SHRS;;30;10;N;509346.59;305.14458;Y;VIOHALCO/REGSH NPV;20000000;200000000;;MONE;;200000000
WDPb;BE;BE;Normal;80_600;BE0003763779;;20190708;0;1;1;;300000;;;1;EQ;;WAREHOUSES DE PAUW SCA;;6278439.98;EUR;;;;;;;;;;;;;;;;;;;;6;;;;155;XBRU;B;SHRS;;25;5;Y;6278439.98;389.05534;Y;WDP/REGSH EUR0;20000000;200000000;;MONE;;200000000
WEBb;BE;BE;Normal;_10;BE0003734481;;20190708;0;1;1;;15000;;;1;EQ;;WAREHOUSES ESTATES BELGIUM;;48771.71;EUR;;;;;;;;;;;;;;;;;;;;6;;;;54;XBRU;B;SHRS;;30;10;N;48771.71;7.61265;Y;W.E.B./REGSH EUR0;20000000;200000000;;MONE;;200000000
WEHBb;BE;BE;Normal;10_80;BE0003724383;;20190708;0;1;1;;60000;;;1;EQ;;WERELDHAVE BELGIUM NV;;222952.54;EUR;;;;;;;;;;;;;;;;;;;;6;;;;80;XBRU;B;SHRS;;30;10;N;222952.54;55.9921;Y;WERELDHAVE BELG/REGSH EUR0;20000000;200000000;;MONE;;200000000
WOLEb;BE;BE;Normal;9000_;BE0003600112;;20190708;0;1;1;;30000;;;1;EQ;;WOLUWE EXTENSION;;90738.69;EUR;;;;;;;;;;;;;;;;;;;;6;;;;30.6;XBRU;B;SHRS;;30;10;N;90738.7;9001;Y;WOLUWE EXTENSIO/REGSH EUR0;20000000;200000000;;MONE;;200000000
WOLSb;BE;BE;Normal;9000_;BE0003571792;;20190708;0;1;1;;60000;;;1;EQ;;WOLUWE SHOPPING-CERT IMMOB;;136050.36;EUR;;;;;;;;;;;;;;;;;;;;6;;;;40;XBRU;B;SHRS;;30;10;N;136050.37;9001;Y;WOLUWE SHOPP CE/REGSH EUR0;20000000;200000000;;MONE;;200000000
XIORb;BE;BE;Normal;80_600;BE0974288202;;20190708;0;1;1;;100000;;;1;EQ;;XIOR STUDENT HOUSING NV;;744528.49;EUR;;;;;;;;;;;;;;;;;;;;6;;;;46.3;XBRU;B;SHRS;;30;10;N;744528.5;120.56917;Y;XIOR ST HOUS/REGSH EUR0;20000000;200000000;;MONE;;200000000
ZENTb;BE;BE;Normal;_10;BE0974311434;;20190708;0;1;1;;15000;;;1;EQ;;ZENITEL;;7920.89;EUR;;;;;;;;;;;;;;;;;;;;6;;;;16.5;XBRU;B;SHRS;;30;10;N;7920.9;4.04348;Y;ZENITEL/REGSH EUR0;20000000;200000000;;MONE;;200000000
AABc;DK;DK;Normal;_10;DK0060868966;;20190708;0;1;1;;112010;;;1;EQ;;AALBORG BOLDSPILKLUB A/S;;8852.77;DKK;;;;;;;;;;;;;;;;;;;;4;;;;81.5;XCSE;B;SHRS;;30;10;N;66106.28;4.25;Y;AAB AS/-;150000000;1500000000;;MONE;;1500000000
AGATc;DK;DK;Normal;10_80;DK0010258995;;20190708;0;1;1;;448038;;;1;EQ;;AGAT EJENDOMME A/S;;153404.04;DKK;;;;;;;;;;;;;;;;;;;;4;;;;3.74;XCSE;B;SHRS;;30;10;N;1145514.02;42.83468;Y;TK DEVELOPM./-;150000000;1500000000;;MONE;;1500000000
AGFBc;DK;DK;Normal;10_80;DK0010263722;;20190708;0;1;1;;112010;;;1;EQ;;AGF A/S;;12488.78;DKK;;;;;;;;;;;;;;;;;;;;4;;;;0.28;XCSE;B;SHRS;;30;10;N;93257.48;12.84275;Y;AARHUS ELITE/B AKTIE;150000000;1500000000;;MONE;;1500000000
ALKBc;DK;DK;Normal;600_2000;DK0060027142;;20190708;0;1;1;;1493460;;;1;EQ;;ALK-ABELLO A/S;;4444928.63;DKK;;;;;;;;;;;;;;;;;;;;4;;;;1439;XCSE;B;SHRS;;25;5;Y;33191615.56;667.43549;Y;ALK-ABELLO/B AKTIE;150000000;1500000000;;MONE;;1500000000
ALMBc;DK;DK;Normal;600_2000;DK0015250344;;20190708;0;1;1;;1493460;;;1;EQ;;ALM. BRAND A/S;;3537704.41;DKK;;;;;;;;;;;;;;;;;;;;4;;;;58.95;XCSE;B;SHRS;;25;5;Y;26417100.12;609.35081;Y;ALM BRAND AS/A AKTIE;150000000;1500000000;;MONE;;1500000000
AMBUBc;DK;DK;Normal;2000_9000;DK0060946788;;20190708;0;1;1;;3733650;;;1;EQ;;AMBU A/S-B;;51371110.03;DKK;;;;;;;;;;;;;;;;;;;;4;;;;104.55;XCSE;B;SHRS;;25;5;Y;383603489.93000001;4071.96762;Y;AMBU/B AKTIE;150000000;1500000000;;MONE;;1500000000
AMBc;DK;DK;Normal;_10;DK0010283597;;20190708;0;1;1;;112010;;;1;EQ;;ANDERSEN & MARTINI HOLDING A/S-B SHS;;2474.57;DKK;;;;;;;;;;;;;;;;;;;;4;;;;40.8;XCSE;B;SHRS;;30;10;N;18478.34;2.2863;Y;ANDERS   MART/B AKTIE;150000000;1500000000;;MONE;;1500000000
AOJPc;DK;DK;Normal;10_80;DK0060803831;;20190708;0;1;1;;448038;;;1;EQ;;BRDR A & O JOHANSEN AS-PFD;;112355.93;DKK;;;;;;;;;;;;;;;;;;;;4;;;;332;XCSE;B;SHRS;;30;10;N;838995.44;18.50807;Y;BRD.A O JOH./PRAEF  AKTIE;150000000;1500000000;;MONE;;1500000000
ATHENc;DK;DK;Normal;10_80;DK0010240514;;20190708;0;1;1;;112010;;;1;EQ;;ATHENA INVESTMENTS AS;;25428.19;DKK;;;;;;;;;;;;;;;;;;;;4;;;;6.22;XCSE;B;SHRS;;30;10;N;189879.91;19.35081;Y;GES/-;150000000;1500000000;;MONE;;1500000000
ATLAc;DK;DK;Normal;_10;FO000A0DN9X4;;20190708;3;1;1;;112010;;;1;EQ;;P/F ATLANTIC PETROLEUM;;7185.95;DKK;;;;;;;;;;;;;;;;;;;;4;;;;7.9;XCSE;B;SHRS;;30;10;N;53659.64;6.99194;Y;ATLANTIC PETROL/-;150000000;1500000000;;MONE;;1500000000
BAVAc;DK;DK;Normal;2000_9000;DK0015998017;;20190708;0;1;1;;2240190;;;1;EQ;;BAVARIAN NORDIC A/S;;12272340.99;DKK;;;;;;;;;;;;;;;;;;;;4;;;;166.25;XCSE;B;SHRS;;30;10;N;91641251.88;2167.47178;Y;BAVARIAN/-;150000000;1500000000;;MONE;;1500000000
BIFc;DK;DK;Normal;80_600;DK0010247956;;20190708;0;1;1;;448038;;;1;EQ;;BRONDBYERNES IF FODBOLD A/S;;128317.09;DKK;;;;;;;;;;;;;;;;;;;;4;;;;0.765;XCSE;B;SHRS;;30;10;N;958182.18;94.80646;Y;BROENDBY I. F./-;150000000;1500000000;;MONE;;1500000000
BIOPOc;DK;DK;Normal;80_600;DK0011048619;;20190708;0;1;1;;448038;;;1;EQ;;BIOPORTO A/S;;237716.26;DKK;;;;;;;;;;;;;;;;;;;;4;;;;3.025;XCSE;B;SHRS;;30;10;N;1775098.64;123.0242;Y;BIOPORTO/-;150000000;1500000000;;MONE;;1500000000
BLVISc;DK;DK;Normal;10_80;DK0060700359;;20190708;0;1;1;;112010;;;1;EQ;;BLUE VISION A A/S;;14360.06;DKK;;;;;;;;;;;;;;;;;;;;4;;;;0.382;XCSE;B;SHRS;;30;10;N;107230.89;10.45565;Y;BLUE VISION/A AKTIE;150000000;1500000000;;MONE;;1500000000
BOLIGc;DK;DK;Normal;_10;DK0060074656;;20190708;0;1;1;;112010;;;1;EQ;;BOLIGA GRUPPEN A/S;;1787.14;DKK;;;;;;;;;;;;;;;;;;;;4;;;;5.6;XCSE;B;SHRS;;30;10;N;13345.11;1.73388;Y;EUROINVESTOR/-;150000000;1500000000;;MONE;;1500000000
BORDBc;DK;DK;Normal;_10;DK0010008028;;20190708;0;1;1;;112010;;;1;EQ;;F.E. BORDING A/S;;3818.27;DKK;;;;;;;;;;;;;;;;;;;;4;;;;600;XCSE;B;SHRS;;30;10;N;28512.17;.6492;Y;F E BORDING/B AKTIE;150000000;1500000000;;MONE;;1500000000
BOSTBc;DK;DK;Normal;_10;DK0060052843;;20190708;0;1;1;;112010;;;1;EQ;;BOSTAD A/S;;11263.34;DKK;;;;;;;;;;;;;;;;;;;;4;;;;2.08;XCSE;B;SHRS;;30;10;N;84106.77;2.95565;Y;ADMCAP B/B AKTIE;150000000;1500000000;;MONE;;1500000000
CARLAc;DK;DK;Normal;10_80;DK0010181676;;20190708;0;1;1;;224019;;;1;EQ;;CARLSBERG-A;;98150.06;DKK;;;;;;;;;;;;;;;;;;;;4;;;;938;XCSE;B;SHRS;;30;10;N;732915.97;21.20565;Y;CARLSBERG AS/A AKTIE;150000000;1500000000;;MONE;;1500000000
CARLBc;DK;DK;Normal;2000_9000;DK0010181759;;20190708;0;1;1;;3733650;;;1;EQ;;CARLSBERG AS-B;;89646339.29;DKK;;;;;;;;;;;;;;;;;;;;4;;;;973.4;XCSE;B;SHRS;;25;5;Y;669416109.38999999;3388.87097;Y;CARLSBERG AS/B AKTIE;150000000;1500000000;;MONE;;1500000000
CBRAIc;DK;DK;Normal;10_80;DK0060030286;;20190708;0;1;1;;224019;;;1;EQ;;CBRAIN A/S;;56552.58;DKK;;;;;;;;;;;;;;;;;;;;4;;;;30.8;XCSE;B;SHRS;;30;10;N;422295.09;26.58468;Y;CBRAIN AS/-;150000000;1500000000;;MONE;;1500000000
CEMATc;DK;DK;Normal;_10;DK0010271584;;20190708;0;1;1;;112010;;;1;EQ;;CEMAT A/S;;9089.36;DKK;;;;;;;;;;;;;;;;;;;;4;;;;0.332;XCSE;B;SHRS;;30;10;N;67872.98;5.15323;Y;CEMAT AS/-;150000000;1500000000;;MONE;;1500000000
CHEMMc;DK;DK;Normal;80_600;DK0060055861;;20190708;0;1;1;;746730;;;1;EQ;;CHEMOMETEC A/S;;554322.18;DKK;;;;;;;;;;;;;;;;;;;;4;;;;143.4;XCSE;B;SHRS;;30;10;N;4139290.05;205.8992;Y;CHEMOMETEC AS/-;150000000;1500000000;;MONE;;1500000000
CHRc;DK;DK;Normal;2000_9000;DK0060227585;;20190708;0;1;1;;3733650;;;1;EQ;;CHR HANSEN HOLDING A/S;;54910967.59;DKK;;;;;;;;;;;;;;;;;;;;4;;;;545.8;XCSE;B;SHRS;;25;5;Y;410036668.29000002;3332.5242;Y;CHR.HANSENHOL/-;150000000;1500000000;;MONE;;1500000000
COLOBc;DK;DK;Normal;2000_9000;DK0060448595;;20190708;0;1;1;;3733650;;;1;EQ;;COLOPLAST-B;;73517919.29;DKK;;;;;;;;;;;;;;;;;;;;4;;;;794;XCSE;B;SHRS;;25;5;Y;548980358.72000003;3509.79839;Y;COLOPLAST AS/B AKTIE;150000000;1500000000;;MONE;;1500000000
COLUMc;DK;DK;Normal;80_600;DK0010268366;;20190708;0;1;1;;448038;;;1;EQ;;COLUMBUS A/S;;365222.21;DKK;;;;;;;;;;;;;;;;;;;;4;;;;11.34;XCSE;B;SHRS;;30;10;N;2727223.79;152.35484;Y;COLUMBUS/-;150000000;1500000000;;MONE;;1500000000
CPHCAc;DK;DK;Normal;_10;DK0060093607;;20190708;0;1;1;;112010;;;1;EQ;;COPENHAGEN CAPITAL STAM;;9948.87;DKK;;;;;;;;;;;;;;;;;;;;4;;;;3.2;XCSE;B;SHRS;;30;10;N;74291.23;3.19355;Y;CPHCAP/STAM;150000000;1500000000;;MONE;;1500000000
DABc;DK;DK;Normal;10_80;DK0060299063;;20190708;0;1;1;;448038;;;1;EQ;;DANSKE ANDELSKASSERS BANK A/;;192047.58;DKK;;;;;;;;;;;;;;;;;;;;4;;;;6.64;XCSE;B;SHRS;;30;10;N;1434076.87;23.40323;Y;DAB/-;150000000;1500000000;;MONE;;1500000000
DANSKc;DK;DK;Normal;2000_9000;DK0010274414;;20190708;0;1;1;;4853745;;;1;EQ;;DANSKE BANK A/S;;175593157.1;DKK;;;;;;;;;;;;;;;;;;;;4;;;;93.28;XCSE;B;SHRS;;25;5;Y;1311206782.01999998;7007.24597;Y;DANSKE BANK/-;150000000;1500000000;;MONE;;1500000000
DANTc;DK;DK;Normal;_10;DK0015205637;;20190708;0;1;1;;112010;;;1;EQ;;DANTAX A/S-B SHS;;6177.32;DKK;;;;;;;;;;;;;;;;;;;;4;;;;210;XCSE;B;SHRS;;30;10;N;46127.92;3.43146;Y;DANTAX AS/-;150000000;1500000000;;MONE;;1500000000
DEMANc;DK;DK;Normal;2000_9000;DK0060738599;;20190708;0;1;1;;2986920;;;1;EQ;;DEMANT A/S;;46924034.6;DKK;;;;;;;;;;;;;;;;;;;;4;;;;195;XCSE;B;SHRS;;25;5;Y;350395843.56999999;2835.68952;Y;DEMANT HOLD/-;150000000;1500000000;;MONE;;1500000000
SNOWa;NL;NL;Normal;_10;NL0010627865;;20190708;0;1;1;;15000;;;1;EQ;;SNOWWORLD NV;;19252.21;EUR;;;;;;;;;;;;;;;;;;;;6;;;;13;XAMS;B;SHRS;;30;10;N;19252.21;4.36221;Y;SNOWWORLD NV/EQ;20000000;200000000;;MONE;;200000000
STRNa;NL;NL;Normal;10_80;NL0000336303;;20190708;0;1;1;;30000;;;1;EQ;;STERN GROEP NV;;86238.74;EUR;;;;;;;;;;;;;;;;;;;;6;;;;13.9;XAMS;B;SHRS;;30;10;N;86238.75;30.55906;Y; STERN GROEP NV/SH .1 ;20000000;200000000;;MONE;;200000000
TFGa;NL;EB;Normal;10_80;GG00B1RMC548;;20190708;0;1;1;;114500;;;1;EQ;;TETRAGON FINANCIAL GROUP LTD;;641136.07;USD;;;;;;;;;;;;;;;;;;;;6;;;;12.3;XAMS;B;SHRS;;30;10;N;734100.8;20.74016;Y;TETN FINA/PAR 0.001;20000000;200000000;;MONE;;200000000
TIEa;NL;NL;Normal;_10;NL0010389508;;20190708;0;1;1;;15000;;;1;EQ;;TIE KINETIX;;4305.27;EUR;;;;;;;;;;;;;;;;;;;;6;;;;7.95;XAMS;B;SHRS;;30;10;N;4305.27;4.33465;Y;TIE KINETIX N.V/EQ;20000000;200000000;;MONE;;200000000
TKWYa;NL;NL;Normal;600_2000;NL0012015705;;20190708;0;1;1;;300000;;;1;EQ;;TAKEAWAY.COM HOLDING BV;;13210257.97;EUR;;;;;;;;;;;;;;;;;;;;6;;;;84.5;XAMS;B;SHRS;;25;5;Y;13210257.97;705.38977;Y;TAKEAWAY.COM N./EQ;20000000;200000000;;MONE;;200000000
TWEKAa;NL;NL;Normal;600_2000;NL0000852523;;20190708;0;1;1;;300000;;;1;EQ;;TKH GROUP NV-DUTCH CERT;;10587250.43;EUR;;;;;;;;;;;;;;;;;;;;6;;;;52.4;XAMS;B;SHRS;;25;5;Y;10587250.43;787.60237;Y;ABN AMRO BANK N/;20000000;200000000;;MONE;;200000000
URWa;NL;FR;Normal;2000_9000;FR0013326246;;20190708;0;1;1;;650000;;;1;EQ;;UNIBAIL RODAMCO WESTFIELD;;188208472.5;EUR;;;;;;;;;;;;;;;;;;;;6;;;;122.85;XAMS;B;SHRS;;25;5;Y;188208472.5;7097.14286;Y;UNIBAIL RODAMCO/EQ;20000000;200000000;;MONE;;200000000
VALUEa;NL;NL;Normal;10_80;NL0010661864;;20190708;0;1;1;;30000;;;1;EQ;;VALUE8 NV;;52945.87;EUR;;;;;;;;;;;;;;;;;;;;6;;;;5.46;XAMS;B;SHRS;;30;10;N;52945.87;21.27953;Y;VALUE8 NV/EQ;20000000;200000000;;MONE;;200000000
VASTNa;NL;NL;Normal;80_600;NL0000288918;;20190708;0;1;1;;200000;;;1;EQ;;VASTNED RETAIL NV;;3033614.08;EUR;;;;;;;;;;;;;;;;;;;;6;;;;25.65;XAMS;B;SHRS;;25;5;Y;3033614.09;310.16142;Y;COMMERZBANK AG/SP P VASTN KO;20000000;200000000;;MONE;;200000000
JUVEm;IT;IT;Normal;2000_9000;IT0000336518;;20190708;0;1;1;;300000;;;1;EQ;;JUVENTUS FOOTBALL CLUB SPA;;13463101.2;EUR;;;;;;;;;;;;;;;;;;;;5;;;;1.506;MTAA;B;SHRS;;25;5;Y;13463101.2;2180.57143;Y;JUVENTUS F.C./AZ SVN;20000000;200000000;;MONE;;200000000
LCCm;IT;IT;Normal;_10;IT0005323560;;20190708;0;1;1;;60000;;;1;EQ;;LIFE CARE CAPITAL SPA;;160617.37;EUR;;;;;;;;;;;;;;;;;;;;5;;;;9.6;MTAA;B;SHRS;;30;10;N;160617.38;6.45146;Y;LCC/AZ SVN;20000000;200000000;;MONE;;200000000
LDOm;IT;IT;Normal;2000_9000;IT0003856405;;20190708;0;1;1;;500000;;;1;EQ;;LEONARDO SPA;;62312407.66;EUR;;;;;;;;;;;;;;;;;;;;5;;;;9.9;MTAA;B;SHRS;;25;5;Y;62312407.66;5479;Y;LEONARDO/AZ EUR 4.4;20000000;200000000;;MONE;;200000000
LDm;IT;IT;Normal;80_600;IT0001055521;;20190708;0;1;1;;100000;;;1;EQ;;LA DORIA SPA;;891719.78;EUR;;;;;;;;;;;;;;;;;;;;5;;;;7.88;MTAA;B;SHRS;;30;10;N;891719.78;368.03572;Y;LA DORIA/AZ EUR 1.38;20000000;200000000;;MONE;;200000000
LITm;IT;IT;Normal;600_2000;IT0004370463;;20190708;0;1;1;;200000;;;1;EQ;;RETELIT SPA;;2774193.72;EUR;;;;;;;;;;;;;;;;;;;;5;;;;1.418;MTAA;B;SHRS;;25;5;Y;2774193.73;689.75;Y;RETELIT/AZ SVN;20000000;200000000;;MONE;;200000000
LRm;IT;IT;Normal;80_600;IT0004210289;;20190708;0;1;1;;60000;;;1;EQ;;LANDI RENZO SPA;;349516.12;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.94;MTAA;B;SHRS;;30;10;N;349516.12;152.03572;Y;LANDI RENZO/AZ EUR 0.1;20000000;200000000;;MONE;;200000000
LVENm;IT;IT;Normal;10_80;IT0005013013;;20190708;0;1;1;;15000;;;1;EQ;;LVENTURE GROUP;;15228.29;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.596;MTAA;B;SHRS;;30;10;N;15228.29;12.87699;Y;LVENTURE GROUP/AZ SVN;20000000;200000000;;MONE;;200000000
MARRm;IT;IT;Normal;80_600;IT0003428445;;20190708;0;1;1;;200000;;;1;EQ;;MARR SPA;;2825106.21;EUR;;;;;;;;;;;;;;;;;;;;5;;;;18.6;MTAA;B;SHRS;;25;5;Y;2825106.21;495.96429;Y;MARR/AZ EUR 0.5;20000000;200000000;;MONE;;200000000
MBm;IT;IT;Normal;2000_9000;IT0000062957;;20190708;0;1;1;;500000;;;1;EQ;;MEDIOBANCA SPA;;67479809.95;EUR;;;;;;;;;;;;;;;;;;;;5;;;;8.484;MTAA;B;SHRS;;25;5;Y;67479809.95;4263.57143;Y;MEDIOBANCA/AZ EUR 0.5;20000000;200000000;;MONE;;200000000
MECm;IT;IT;Normal;10_80;IT0003955009;;20190708;0;1;1;;30000;;;1;EQ;;M&C SPA;;68010.21;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.0352;MTAA;B;SHRS;;30;10;N;68010.21;53.09127;Y;M&C/AZ SVN;20000000;200000000;;MONE;;200000000
MITm;IT;IT;Normal;10_80;IT0001447348;;20190708;0;1;1;;30000;;;1;EQ;;MITTEL SPA;;91064.55;EUR;;;;;;;;;;;;;;;;;;;;5;;;;1.605;MTAA;B;SHRS;;30;10;N;91064.55;23.3254;Y;MITTEL/AZ EUR 1;20000000;200000000;;MONE;;200000000
MLMm;IT;IT;Normal;80_600;IT0001080248;;20190708;0;1;1;;200000;;;1;EQ;;MOLECULAR MEDICINE SPA;;1353846.82;EUR;;;;;;;;;;;;;;;;;;;;5;;;;0.35;MTAA;B;SHRS;;30;10;N;1353846.83;403.45239;Y;MOLMED/AZ SVN;20000000;200000000;;MONE;;200000000
MNm;IT;IT;Normal;80_600;IT0001469383;;20190708;0;1;1;;200000;;;1;EQ;;ARNOLDO MONDADORI EDITORE;;1493458.4;EUR;;;;;;;;;;;;;;;;;;;;5;;;;1.406;MTAA;B;SHRS;;25;5;Y;1493458.41;564.49207;Y;MONDADORI/AZ EUR 0.26;20000000;200000000;;MONE;;200000000
