Instrument ID;Calendar ID;Segment Code;Post Trade Parameters ID;Price Tick Table ID;ISIN Code;Deletion Date;First Trading Date;Instrument Status;Clearing Type;Delete Orders at EOD;Exchange Market Size;Pre-Trade LIS Value (Currency);Minimum Order Size;Last Trading Day;Lot Size;Security Type;TIDM;Description;SEDOL;ADT (EUR);Currency;Bid Status;DOL Indicator;DOL Section Number;Expiry Source;Issuer Code;Issuer Name;Normal Market Size;Ratio;Settlement Type;Standard Market Size;Instrument Name;DOL Symbol;Unit of Quotation;Max Spread Floor;Max Spread Percentage;Country of Register;Covered Warrant Strike Price;Covered Warrant Expiry;Sector;Multicast ID;Covered Warrant Strike Currency;Covered Warrant Type;Covered Warrant Style;Reference Price;Market ID;Visibility;Mifir Identifier;Mifir Subclass;Static Reference Price Collar Percentage;Dynamic Reference Price Collar Percentage ;Liquid;ADT (Currency);ADNT;RPW Allowed;FISN;Max Order Value Lit (Currency);Max Order Value Dark (Currency);Notional Currency ;Price Notation;Denominated Par Value;Max Order Value Lit Auctions (Currency)
MOn;US;US;Normal;_10;US02209S1033;;20190708;0;1;1;;343500;;;1;EQ;;ALTRIA GROUP INC;;22563854.77;USD;;;;;;;;;;;;;;;;;;;;5;;;;45.78;XNYS;I;SHRS;;30;10;N;25835613.72;.8504;Y;ALTRIA GRP INC/SH;20000000;;;MONE;;
MRKn;US;US;Normal;_10;US58933Y1055;;20190708;0;1;1;;458000;;;1;EQ;;MERCK & CO. INC.;;40748423.86;USD;;;;;;;;;;;;;;;;;;;;5;;;;84.83;XNYS;I;SHRS;;30;10;N;46656945.32;1.48426;Y;MERCK & CO INC/SH;20000000;;;MONE;;
MSn;US;US;Normal;9000_;US6174464486;;20190708;0;1;1;;343500;;;1;EQ;;MORGAN STANLEY;;11639367.44;USD;;;;;;;;;;;;;;;;;;;;5;;;;40.64;XNYS;I;SHRS;;30;10;N;13327075.72;62836.6;Y;MORGAN STANLEY/SH;20000000;;;MONE;;
NKEn;US;US;Normal;_10;US6541061031;;20190708;0;1;1;;343500;;;1;EQ;;NIKE INC -CL B;;18928831.56;USD;;;;;;;;;;;;;;;;;;;;5;;;;81.31;XNYS;I;SHRS;;30;10;N;21673512.14;.5;Y;NIKE INC/SH;20000000;;;MONE;;
NOVn;US;US;Normal;_10;US6370711011;;20190708;0;1;1;;229000;;;1;EQ;;NATIONAL OILWELL VARCO INC;;2775646.49;USD;;;;;;;;;;;;;;;;;;;;5;;;;20.05;XNYS;I;SHRS;;30;10;N;3178115.23;.20079;Y;NATL OILWELL VA/SH;20000000;;;MONE;;
NSCn;US;US;Normal;_10;US6558441084;;20190708;0;1;1;;343500;;;1;EQ;;NORFOLK SOUTHERN CORP;;5176533.68;USD;;;;;;;;;;;;;;;;;;;;5;;;;174.87;XNYS;I;SHRS;;30;10;N;5927131.07;.23276;Y;NORFOLK SN CORP/SH SH;20000000;;;MONE;;
ORCLn;US;US;Normal;_10;US68389X1054;;20190708;0;1;1;;343500;;;1;EQ;;ORACLE CORP;;24091671.2;USD;;;;;;;;;;;;;;;;;;;;5;;;;53.53;XNYS;I;SHRS;;30;10;N;27584963.53;.95547;Y;ORACLE CORP/SH SH;20000000;;;MONE;;
OXYn;US;US;Normal;_10;US6745991058;;20190708;0;1;1;;458000;;;1;EQ;;OCCIDENTAL PETROLEUM CORP;;26706425.63;USD;;;;;;;;;;;;;;;;;;;;5;;;;45.21;XNYS;I;SHRS;;30;10;N;30578857.35;.45276;Y;OCCD PET CORP/SH SH;20000000;;;MONE;;
PFEn;US;US;Normal;_10;US7170811035;;20190708;0;1;1;;572500;;;1;EQ;;PFIZER INC;;57447449.17;USD;;;;;;;;;;;;;;;;;;;;5;;;;35.46;XNYS;I;SHRS;;30;10;N;65777329.3;1.23229;Y;PFIZER INC/SH SH;20000000;;;MONE;;
PGn;US;US;Normal;_10;US7427181091;;20190708;0;1;1;;458000;;;1;EQ;;PROCTER & GAMBLE CO/THE;;38362810.6;USD;;;;;;;;;;;;;;;;;;;;5;;;;116.17;XNYS;I;SHRS;;30;10;N;43925418.14;.88889;Y;PROCTER & GAMBL/SH;20000000;;;MONE;;
PMn;US;US;Normal;_10;US7181721090;;20190708;0;1;1;;458000;;;1;EQ;;PHILIP MORRIS INTERNATIONAL;;27574247.35;USD;;;;;;;;;;;;;;;;;;;;5;;;;81.97;XNYS;I;SHRS;;30;10;N;31572513.22;.90158;Y;PHILIP MORRIS I/SH SH;20000000;;;MONE;;
RFn;US;US;Normal;_10;US7591EP1005;;20190708;0;1;1;;229000;;;1;EQ;;REGIONS FINANCIAL CORP;;4968954.89;USD;;;;;;;;;;;;;;;;;;;;5;;;;14.35;XNYS;I;SHRS;;30;10;N;5689453.35;.34375;Y;REGIONS FINL CO/SH SH;20000000;;;MONE;;
RTNn;US;US;Normal;_10;US7551115071;;20190708;0;1;1;;343500;;;1;EQ;;RAYTHEON COMPANY;;22154408.38;USD;;;;;;;;;;;;;;;;;;;;5;;;;183.1;XNYS;I;SHRS;;30;10;N;25366797.6;.91733;Y;RAYTHEON CO/SH;20000000;;;MONE;;
SLBn;US;US;Normal;10_80;AN8068571086;;20190708;0;1;1;;343500;;;1;EQ;;SCHLUMBERGER LTD;;10457978.76;USD;;;;;;;;;;;;;;;;;;;;5;;;;34.16;XNYS;I;SHRS;;25;5;Y;11974385.69;62.34646;Y;;20000000;;;MONE;;
SOn;US;US;Normal;_10;US8425871071;;20190708;0;1;1;;229000;;;1;EQ;;SOUTHERN CO/THE;;4480059.31;USD;;;;;;;;;;;;;;;;;;;;5;;;;58.46;XNYS;I;SHRS;;30;10;N;5129667.92;.02778;Y;SN CO/SH;20000000;;;MONE;;
STTn;US;US;Normal;_10;US8574771031;;20190708;0;1;1;;343500;;;1;EQ;;STATE STREET CORP;;5258256.67;USD;;;;;;;;;;;;;;;;;;;;5;;;;51.68;XNYS;I;SHRS;;30;10;N;6020703.9;.55079;Y;ST STR CORP/SH;20000000;;;MONE;;
JNKEz;CH;CH;Normal;9000_;IE00B6YX5M31;;20190708;0;1;1;;1126900;;;1;TF;;SPDR EURO HIGH YIELD BOND;;3901787.58;CHF;;;;;;;;;;;;;;;;;;;;4;;;;61.66;XSWX;B;ETFS;;25;5;Y;4396924.43;9001;Y;SSGA SPDR I/SHS EUR;20000000;200000000;;MONE;;200000000
JPCHBz;CH;CH;Normal;9000_;LU0950672120;;20190708;0;1;1;;1126900;;;1;TF;;UBS ETF MSCI JAPAN H. CHF;;5450596.97;CHF;;;;;;;;;;;;;;;;;;;;4;;;;12.89;XSWX;B;ETFS;;30;10;N;6142277.73;9001;Y;UBS-ETF MSCI JAPAN/CHF;20000000;200000000;;MONE;;200000000
JPEUBz;CH;CH;Normal;9000_;LU0950672476;;20190708;0;1;1;;1000000;;;1;TF;;UBS ETF MSCI JAPAN H. EUR;;8046686.94;EUR;;;;;;;;;;;;;;;;;;;;4;;;;18.416;XSWX;B;ETFS;;30;10;N;8046686.94;9001;Y;UBS-ETF MSCI JAPAN/EUR;20000000;200000000;;MONE;;200000000
JPUSBz;CH;CH;Normal;9000_;LU0977260867;;20190708;0;1;1;;1145000;;;1;TF;;UBS ETF MSCI JAPAN H. USD;;8379311.23;USD;;;;;;;;;;;;;;;;;;;;4;;;;22.905;XSWX;B;ETFS;;30;10;N;9594311.37;9001;Y;UBS-ETF MSCI JAPAN/USD;20000000;200000000;;MONE;;200000000
LOWVz;CH;CH;Normal;9000_;IE00B802KR88;;20190708;0;1;1;;1126900;;;1;TF;;SPDR S&P 500 LOW VOLATILITY;;530755.79;CHF;;;;;;;;;;;;;;;;;;;;4;;;;55.45;XSWX;B;ETFS;;30;10;N;598108.7;9001;Y;SSGA SPDR I/SHS USD;20000000;200000000;;MONE;;200000000
LYLEMz;CH;CH;Normal;9000_;FR0010435297;;20190708;0;1;1;;1145000;;;1;TF;;LYXOR ETF MSCI EMER MKTS-C;;1313305.8;USD;;;;;;;;;;;;;;;;;;;;4;;;;10.828;XSWX;B;ETFS;;30;10;N;1503735.14;9001;Y;LYXOR INTL ASSE/CIV;20000000;200000000;;MONE;;200000000
LYMUAz;CH;CH;Normal;9000_;LU1812091517;;20190708;0;1;1;;1145000;;;1;TF;;LYXOR ETF EPRA/NAREIT US-USD;;0;USD;;;;;;;;;;;;;;;;;;;;4;;;;22.36;XSWX;B;ETFS;;30;10;N;0;9001;Y;LYXOR INTL ASSE/CIV;20000000;200000000;;MONE;;200000000
LYSP5z;CH;CH;Normal;9000_;LU0496786657;;20190708;0;1;1;;1145000;;;1;TF;;LYXOR ETF S&P 500;;12367589.53;USD;;;;;;;;;;;;;;;;;;;;4;;;;29.815;XSWX;B;ETFS;;30;10;N;14160890.02;9001;Y;MULTI UNITS LUX-LY/USD;20000000;200000000;;MONE;;200000000
MAGBz;CH;CH;Normal;9000_;LU0259322260;;20190708;0;1;1;;1145000;;;1;TF;;RBS MARKET ACCESS NYSE ARCA;;589423.81;USD;;;;;;;;;;;;;;;;;;;;4;;;;88.37;XSWX;B;ETFS;;30;10;N;674890.27;9001;Y;MARKET ACCESS-NYSE/EUR;20000000;200000000;;MONE;;200000000
DBX3d;DE;DE;Normal;9000_;LU0292108619;;20190708;0;1;1;;1000000;;;1;TF;;DBX MSCI EM LATAM;;897844.71;EUR;;;;;;;;;;;;;;;;;;;;3;;;;40.52;XETR;B;ETFS;;30;10;N;897844.71;9001;Y;XTRACKERS MSCI E.LA/USD;20000000;200000000;;MONE;;200000000
SOp;FR;FR;Normal;80_600;FR0013199916;;20190708;0;1;1;;100000;;;1;EQ;;SOMFY SA;;747504.35;EUR;;;;;;;;;;;;;;;;;;;;2;;;;79;XPAR;B;SHRS;;30;10;N;747504.35;151.27953;Y;SOMFY SA/EQ;20000000;200000000;;MONE;;200000000
SPELp;FR;FR;Normal;_10;FR0000053944;;20190708;0;1;1;;15000;;;1;EQ;;FONCIERE VOLTA;;4032.14;EUR;;;;;;;;;;;;;;;;;;;;2;;;;6.45;XPAR;B;SHRS;;30;10;N;4032.14;.52756;Y;FONCIERE VOLTA/EQ;20000000;200000000;;MONE;;200000000
SPIEp;FR;FR;Normal;600_2000;FR0012757854;;20190708;0;1;1;;400000;;;1;EQ;;SPIE SA;;30621439.11;EUR;;;;;;;;;;;;;;;;;;;;2;;;;16.54;XPAR;B;SHRS;;25;5;Y;30621439.11;1533.79134;Y;SPIE/EQ;20000000;200000000;;MONE;;200000000
SPIp;FR;FR;Normal;_10;FR0000131732;;20190708;0;1;1;;15000;;;1;EQ;;SPIR COMMUNICATION;;6367.87;EUR;;;;;;;;;;;;;;;;;;;;2;;;;4.08;XPAR;B;SHRS;;30;10;N;6367.87;6.3504;Y;SPIR COMMUNICAT/EQ;20000000;200000000;;MONE;;200000000
SQIp;FR;FR;Normal;80_600;FR0011289040;;20190708;0;1;1;;60000;;;1;EQ;;SQLI SA-REG;;466640.47;EUR;;;;;;;;;;;;;;;;;;;;2;;;;20.5;XPAR;B;SHRS;;30;10;N;466640.48;127.18111;Y;SQL INGENIERIE/EQ;20000000;200000000;;MONE;;200000000
SRPp;FR;FR;Normal;80_600;FR0013006558;;20190708;0;1;1;;200000;;;1;EQ;;SHOWROOMPRIVE;;1340550.19;EUR;;;;;;;;;;;;;;;;;;;;2;;;;1.166;XPAR;B;SHRS;;30;10;N;1340550.19;381.77166;Y;SRP GROUPE/EQ;20000000;200000000;;MONE;;200000000
STALp;FR;FR;Normal;_10;FR0000060451;;20190708;0;1;1;;15000;;;1;EQ;;INSTALLUX SA;;8506.87;EUR;;;;;;;;;;;;;;;;;;;;2;;;;348;XPAR;B;SHRS;;30;10;N;8506.88;2.42914;Y;INSTALLUX S.A./EQ;20000000;200000000;;MONE;;200000000
STFp;FR;FR;Normal;80_600;FR0000064271;;20190708;0;1;1;;100000;;;1;EQ;;STEF;;521551.35;EUR;;;;;;;;;;;;;;;;;;;;2;;;;76.9;XPAR;B;SHRS;;30;10;N;521551.36;112.36615;Y;STEF/EQ;20000000;200000000;;MONE;;200000000
STMp;FR;FR;Normal;2000_9000;NL0000226223;;20190708;0;1;1;;650000;;;1;EQ;;STMICROELECTRONICS NV;;290071719.1;EUR;;;;;;;;;;;;;;;;;;;;2;;;;15.72;XPAR;B;SHRS;;25;5;Y;290071719.10000002;7724.65477;Y;STMICROELECTRON/EQ;20000000;200000000;;MONE;;200000000
STNTp;FR;FR;Normal;80_600;FR0010949404;;20190708;3;1;1;;60000;;;1;EQ;;STENTYS;;157783.86;EUR;;;;;;;;;;;;;;;;;;;;2;;;;0.46;XPAR;B;SHRS;;30;10;N;157783.86;99.10237;Y;STENTYS/EQ;20000000;200000000;;MONE;;200000000
SUp;FR;FR;Normal;2000_9000;FR0000121972;;20190708;0;1;1;;650000;;;1;EQ;;SCHNEIDER ELECTRIC SE;;340016264;EUR;;;;;;;;;;;;;;;;;;;;2;;;;73.06;XPAR;B;SHRS;;25;5;Y;340016264;8989.93308;Y;SCHNEIDER ELECT/EQ;20000000;200000000;;MONE;;200000000
SWPp;FR;FR;Normal;80_600;FR0004180578;;20190708;0;1;1;;100000;;;1;EQ;;SWORD GROUP;;613857.78;EUR;;;;;;;;;;;;;;;;;;;;2;;;;31;XPAR;B;SHRS;;30;10;N;613857.79;132.2756;Y;SWORD GROUP/EQ;20000000;200000000;;MONE;;200000000
SWp;FR;FR;Normal;2000_9000;FR0000121220;;20190708;0;1;1;;650000;;;1;EQ;;SODEXO;;120669445.3;EUR;;;;;;;;;;;;;;;;;;;;2;;;;100.15;XPAR;B;SHRS;;25;5;Y;120669445.3;4820.5;Y;SODEXO/EQ;20000000;200000000;;MONE;;200000000
TCHp;FR;FR;Normal;600_2000;FR0010918292;;20190708;0;1;1;;300000;;;1;EQ;;TECHNICOLOR - REGR;;10764091.62;EUR;;;;;;;;;;;;;;;;;;;;2;;;;0.753;XPAR;B;SHRS;;25;5;Y;10764091.62;1884.46851;Y;TECHNICOLOR/EQ;20000000;200000000;;MONE;;200000000
TEPp;FR;FR;Normal;600_2000;FR0000051807;;20190708;0;1;1;;500000;;;1;EQ;;TELEPERFORMANCE;;64831679.7;EUR;;;;;;;;;;;;;;;;;;;;2;;;;188.5;XPAR;B;SHRS;;25;5;Y;64831679.7;1901.78741;Y;TELEPERFORMANCE/EQ;20000000;200000000;;MONE;;200000000
TERp;FR;FR;Normal;10_80;FR0010407049;;20190708;0;1;1;;60000;;;1;EQ;;TERREIS;;210599.37;EUR;;;;;;;;;;;;;;;;;;;;2;;;;34.3;XPAR;B;SHRS;;30;10;N;210599.38;24.20079;Y;TERREIS/EQ;20000000;200000000;;MONE;;200000000
TESp;FR;FR;Normal;10_80;FR0004529147;;20190708;0;1;1;;60000;;;1;EQ;;TESSI SA;;252754.9;EUR;;;;;;;;;;;;;;;;;;;;2;;;;123;XPAR;B;SHRS;;30;10;N;252754.91;35.29134;Y;TESSI/EQ;20000000;200000000;;MONE;;200000000
TFFp;FR;FR;Normal;10_80;FR0013295789;;20190708;0;1;1;;60000;;;1;EQ;;TFF GROUP;;329071.33;EUR;;;;;;;;;;;;;;;;;;;;2;;;;36;XPAR;B;SHRS;;30;10;N;329071.34;41.60237;Y;TFF GROUP/EQ;20000000;200000000;;MONE;;200000000
TFIp;FR;FR;Normal;600_2000;FR0000054900;;20190708;0;1;1;;300000;;;1;EQ;;TELEVISION FRANCAISE (T.F.1);;11652485.65;EUR;;;;;;;;;;;;;;;;;;;;2;;;;8.64;XPAR;B;SHRS;;25;5;Y;11652485.65;777.55906;Y;TF1(TELEVISION /EQ;20000000;200000000;;MONE;;200000000
THEPp;FR;FR;Normal;10_80;FR0013333432;;20190708;0;1;1;;60000;;;1;EQ;;THERMADOR GROUPE;;251606.42;EUR;;;;;;;;;;;;;;;;;;;;2;;;;56.6;XPAR;B;SHRS;;30;10;N;251606.43;64.35543;Y;THERMADOR GROUP/EQ;20000000;200000000;;MONE;;200000000
TIPIp;FR;FR;Normal;_10;FR0000066482;;20190708;0;1;1;;15000;;;1;EQ;;TIPIAK SA;;9043.7;EUR;;;;;;;;;;;;;;;;;;;;2;;;;71.5;XPAR;B;SHRS;;30;10;N;9043.7;6.21654;Y;TIPIAK S.A./EQ;20000000;200000000;;MONE;;200000000
TKOp;FR;FR;Normal;10_80;FR0013230612;;20190708;0;1;1;;100000;;;1;EQ;;TIKEHAU CAPITAL;;574125.03;EUR;;;;;;;;;;;;;;;;;;;;2;;;;18.6;XPAR;B;SHRS;;30;10;N;574125.04;76.93701;Y;TIKEHAU CAPITAL/EQ;20000000;200000000;;MONE;;200000000
TKTTp;FR;FR;Normal;600_2000;FR0004188670;;20190708;0;1;1;;300000;;;1;EQ;;TARKETT;;10967436.44;EUR;;;;;;;;;;;;;;;;;;;;2;;;;13.49;XPAR;B;SHRS;;25;5;Y;10967436.44;1078.22835;Y;TARKETT SA/EQ;20000000;200000000;;MONE;;200000000
TNGp;FR;FR;Normal;80_600;FR0005175080;;20190708;0;1;1;;60000;;;1;EQ;;TRANSGENE SA;;410280.79;EUR;;;;;;;;;;;;;;;;;;;;2;;;;1.788;XPAR;B;SHRS;;30;10;N;410280.79;153.93308;Y;TRANSGENE S.A./EQ;20000000;200000000;;MONE;;200000000
TOUPp;FR;FR;Normal;10_80;FR0000033003;;20190708;0;1;1;;15000;;;1;EQ;;TOUAX;;49965.85;EUR;;;;;;;;;;;;;;;;;;;;2;;;;4.55;XPAR;B;SHRS;;30;10;N;49965.86;37.12599;Y;TOUAX S.A./EQ;20000000;200000000;;MONE;;200000000
IEMLz;CH;CH;Normal;9000_;IE00B5M4WH52;;20190708;0;1;1;;1126900;;;1;TF;;ISHARES EM LOCAL GOV BND;;47178678.32;CHF;;;;;;;;;;;;;;;;;;;;4;;;;57.32;XSWX;B;ETFS;;30;10;N;53165652.6;9001;Y;ISHS III/SHS USD;20000000;200000000;;MONE;;200000000
IEURz;CH;CH;Normal;9000_;IE0004855221;;20190708;0;1;1;;1126900;;;1;TF;;ISHARES FTSEUROFIRST 80;;57299.25;CHF;;;;;;;;;;;;;;;;;;;;4;;;;13.012;XSWX;B;ETFS;;30;10;N;64570.53;9001;Y;ISHS/SHS EUR;20000000;200000000;;MONE;;200000000
IEUTz;CH;CH;Normal;9000_;IE0030974079;;20190708;0;1;1;;1126900;;;1;TF;;ISHARES FTSEUROFIRST 100;;51078.87;CHF;;;;;;;;;;;;;;;;;;;;4;;;;28.105;XSWX;B;ETFS;;30;10;N;57560.79;9001;Y;ISHS/SHS CL-DISTRG GBP;20000000;200000000;;MONE;;200000000
IEUXz;CH;CH;Normal;9000_;IE00B14X4N27;;20190708;0;1;1;;1126900;;;1;TF;;ISHARES MSCI EUROPE EX-UK;;18883775.13;CHF;;;;;;;;;;;;;;;;;;;;4;;;;33.9;XSWX;B;ETFS;;25;5;Y;21280126.2;9001;Y;I SHS/SHS EUR;20000000;200000000;;MONE;;200000000
IEXFz;CH;CH;Normal;9000_;IE00B4L5ZG21;;20190708;0;1;1;;1126900;;;1;TF;;ISHARES EURO CORP BND EX-FIN;;11925110.3;CHF;;;;;;;;;;;;;;;;;;;;4;;;;133.98;XSWX;B;ETFS;;30;10;N;13438406.8;9001;Y;ISHS III/SHS EUR;20000000;200000000;;MONE;;200000000
IFFFz;CH;CH;Normal;9000_;IE00B0M63730;;20190708;0;1;1;;1145000;;;1;TF;;ISHARES MSCI AC FE EX-JAPAN;;26600629.23;USD;;;;;;;;;;;;;;;;;;;;4;;;;48.94;XSWX;B;ETFS;;25;5;Y;30457720.47;9001;Y;ISHS/SHS EUR;20000000;200000000;;MONE;;200000000
IGEAz;CH;CH;Normal;9000_;IE00B6QGFW01;;20190708;0;1;1;;1126900;;;1;TF;;ISHARES EM ASIA LCL GOV BND;;170877.04;CHF;;;;;;;;;;;;;;;;;;;;4;;;;91;XSWX;B;ETFS;;30;10;N;192561.35;9001;Y;ISHS III/SHS USD;20000000;200000000;;MONE;;200000000
IGLOz;CH;CH;Normal;9000_;IE00B3F81K65;;20190708;0;1;1;;1126900;;;1;TF;;ISHARES GLOBAL GOVT BND;;4240563.79;CHF;;;;;;;;;;;;;;;;;;;;4;;;;109.98;XSWX;B;ETFS;;25;5;Y;4778691.34;9001;Y;ISHS III/SHS USD;20000000;200000000;;MONE;;200000000
IHYGz;CH;CH;Normal;9000_;IE00B66F4759;;20190708;0;1;1;;1126900;;;1;TF;;ISHARES EURO HY CORP BND;;60615776.27;CHF;;;;;;;;;;;;;;;;;;;;4;;;;113.76;XSWX;B;ETFS;;30;10;N;68307918.28;9001;Y;ISHS/SHS EUR;20000000;200000000;;MONE;;200000000
IHYUz;CH;CH;Normal;9000_;IE00B4PY7Y77;;20190708;0;1;1;;1126900;;;1;TF;;ISHARES USD HY CORP BND;;36767463.24;CHF;;;;;;;;;;;;;;;;;;;;4;;;;99.58;XSWX;B;ETFS;;25;5;Y;41433254.33;9001;Y;ISHS II/SHS USD;20000000;200000000;;MONE;;200000000
IJPCz;CH;CH;Normal;9000_;IE00B8J37J31;;20190708;0;1;1;;1126900;;;1;TF;;ISHARES MSCI JPN CHF HEDGED;;2275203.81;CHF;;;;;;;;;;;;;;;;;;;;4;;;;45.825;XSWX;B;ETFS;;30;10;N;2563927.18;9001;Y;ISHS VI/SHS CHF;20000000;200000000;;MONE;;200000000
IKORz;CH;CH;Normal;9000_;IE00B0M63391;;20190708;0;1;1;;1145000;;;1;TF;;ISHARES MSCI KOREA UCITS ET;;11509175.88;USD;;;;;;;;;;;;;;;;;;;;4;;;;35.39;XSWX;B;ETFS;;30;10;N;13178006.39;9001;Y;ISHS/SHS EUR;20000000;200000000;;MONE;;200000000
IMEAz;CH;CH;Normal;9000_;IE00B4K48X80;;20190708;0;1;1;;1126900;;;1;TF;;ISHARES MSCI EUROPE-ACC;;6596404.26;CHF;;;;;;;;;;;;;;;;;;;;4;;;;54.28;XSWX;B;ETFS;;25;5;Y;7433487.97;9001;Y;ISHS III/SHS EUR;20000000;200000000;;MONE;;200000000
IMEUz;CH;CH;Normal;9000_;IE00B1YZSC51;;20190708;0;1;1;;1126900;;;1;TF;;ISHARES MSCI EUROPE UCITS E;;38297214.8;CHF;;;;;;;;;;;;;;;;;;;;4;;;;25.72;XSWX;B;ETFS;;25;5;Y;43157131.36;9001;Y;ISHS II/SHS EUR;20000000;200000000;;MONE;;200000000
IMIBz;CH;CH;Normal;9000_;IE00B1XNH568;;20190708;0;1;1;;1126900;;;1;TF;;ISHARES FTSE MIB UCITS ETF D;;4283222.94;CHF;;;;;;;;;;;;;;;;;;;;4;;;;13.778;XSWX;B;ETFS;;25;5;Y;4826763.94;9001;Y;ISHS II/SHS EUR;20000000;200000000;;MONE;;200000000
INAAz;CH;CH;Normal;9000_;IE00B14X4M10;;20190708;0;1;1;;1145000;;;1;TF;;ISHARES MSCI NORTH AMERICA;;6019395.02;USD;;;;;;;;;;;;;;;;;;;;4;;;;54.48;XSWX;B;ETFS;;30;10;N;6892207.31;9001;Y;I SHS/SHS EUR;20000000;200000000;;MONE;;200000000
IOGPz;CH;CH;Normal;9000_;IE00B6R51Z18;;20190708;0;1;1;;1126900;;;1;TF;;ISHARES OIL & GAS E&P;;2805940.24;CHF;;;;;;;;;;;;;;;;;;;;4;;;;13.57;XSWX;B;ETFS;;25;5;Y;3162014.06;9001;Y;ISHS V/SHS USD;20000000;200000000;;MONE;;200000000
IPRPz;CH;CH;Normal;9000_;IE00B0M63284;;20190708;0;1;1;;1126900;;;1;TF;;ISHARES EUROPEAN PROP YIELD;;6409005.32;CHF;;;;;;;;;;;;;;;;;;;;4;;;;45.42;XSWX;B;ETFS;;25;5;Y;7222308.1;9001;Y;ISHS/SHS EUR;20000000;200000000;;MONE;;200000000
ISAGz;CH;CH;Normal;9000_;IE00B6R52143;;20190708;0;1;1;;1126900;;;1;TF;;ISHARES AGRIBUSINESS;;720029.06;CHF;;;;;;;;;;;;;;;;;;;;4;;;;32.715;XSWX;B;ETFS;;30;10;N;811400.75;9001;Y;ISHS V/SHS USD;20000000;200000000;;MONE;;200000000
XY1Dd;DE;DE;Normal;9000_;LU0975334821;;20190708;0;1;1;;1000000;;;1;TF;;DBX II ERZN GOVT YLD+ 1-3 1D;;22243.41;EUR;;;;;;;;;;;;;;;;;;;;3;;;;138.88;XETR;B;ETFS;;30;10;N;22243.41;9001;Y;DBXT.II-EGBYP1-3UETFDR 1D;20000000;200000000;;MONE;;200000000
XYP1d;DE;DE;Normal;9000_;LU0925589839;;20190708;0;1;1;;1000000;;;1;TF;;DBX II ERZN GOVT YLD+ 1-3 1C;;2423257.37;EUR;;;;;;;;;;;;;;;;;;;;3;;;;143.105;XETR;B;ETFS;;30;10;N;2423257.38;9001;Y;XTRACK II-IBOXX EU/EUR;20000000;200000000;;MONE;;200000000
XYPDd;DE;DE;Normal;9000_;LU0962071741;;20190708;0;1;1;;1000000;;;1;TF;;DBX II SOV EURZONE YIELD+ 1D;;325897.63;EUR;;;;;;;;;;;;;;;;;;;;3;;;;173.485;XETR;B;ETFS;;30;10;N;325897.63;9001;Y;XTRACK II-IB.EUR.GO/EUR;20000000;200000000;;MONE;;200000000
SLGh;FI;FI;Normal;9000_;FI0008805627;;20190708;0;1;1;;1000000;;;1;TF;;OMX HELSINKI 25 EXCH TR FUND;;634723.94;EUR;;;;;;;;;;;;;;;;;;;;4;;;;46.815;XHEL;B;ETFS;;25;5;Y;634723.95;9001;Y;SIJOITUSRAHASTO/FD CL SIJRAHFD EUR;20000000;200000000;;MONE;;200000000
AASUl;GB;GB;Normal;9000_;LU1681044563;;20190708;0;1;1;;1145000;;;1;TF;;AMUNDI ETF MSCI EM ASIA UCIT;;7924002.7;USD;;;;;;;;;;;;;;;;;;;;1;;;;29.55;XLON;B;ETFS;;30;10;N;9072983.09;9001;Y;AMUNDI INVESTME/CIV;20000000;200000000;;MONE;;200000000
ACWDl;GB;EB;Normal;ETF_GBP;IE00B44Z5B48;;20190708;0;1;1;;1145000;;;1;TF;;SPDR MSCI ACWI UCITS ETF;;23305442.57;USD;;;;;;;;;;;;;;;;;;;;1;;;;130.31;XLON;B;ETFS;;30;10;N;26684731.75;9001;Y;SSGA SPDR I/SHS USD;20000000;200000000;;MONE;;200000000
AUCOl;GB;GB;Normal;ETF_GBP;IE00B3CNHG25;;20190708;0;1;1;;1145000;;;1;TF;;ETFS DAXGLOBAL GOLD MINING G;;1143240.02;USD;;;;;;;;;;;;;;;;;;;;1;;;;29.565;XLON;B;ETFS;;25;5;Y;1309009.82;9001;Y;ETFX/SHS USD;20000000;200000000;;MONE;;200000000
BRZl;GB;GB;Normal;ETF_GBP;LU1437024992;;20190708;0;1;1;;1145000;;;1;TF;;AMUNDI MSCI BRAZIL;;3111335.29;USD;;;;;;;;;;;;;;;;;;;;1;;;;51.84;XLON;B;ETFS;;30;10;N;3562478.92;9001;Y;AMUNDI INDEX/USD;20000000;200000000;;MONE;;200000000
CJPUl;GB;EB;Normal;ETF_GBP;IE00B53QDK08;;20190708;0;1;1;;1145000;;;1;TF;;ISHARES MSCI JAPAN ACC;;218545580.4;USD;;;;;;;;;;;;;;;;;;;;1;;;;141.215;XLON;B;ETFS;;30;10;N;250234689.56;9001;Y;CS ETF/SHS JPY;20000000;200000000;;MONE;;200000000
CSPXl;GB;EB;Normal;ETF_GBP;IE00B5BMR087;;20190708;0;1;1;;1145000;;;1;TF;;ISHARES CORE S&P 500 UCITS E;;191312198.7;USD;;;;;;;;;;;;;;;;;;;;1;;;;285.6;XLON;B;ETFS;;25;5;Y;219052467.52000001;9001;Y;ISHS VII/SHS USD;20000000;200000000;;MONE;;200000000
